test_ligand,auroc,aupr,aupr_corrected,pearson,receiver_context,ligand_clean,n_receiver_genes,n_background_genes,n_potential_ligands,ligand,n_lr_edges,max_delta_AD_vs_CN,mean_delta_AD_vs_CN,source_families,target_families,source_cellstates,target_cellstates,receptor_examples,lr_pair_examples,receptor_supported_by_nichenet,activity_rank_within_receiver
FAT4,0.5597168731133538,0.03390761286709238,0.009393187070373541,0.04187351857167523,Cerebrovascular cells,FAT4,130,5303,282,FAT4,14,0.837259287148132,0.32649843971850884,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,DCHS1,FAT4 - DCHS1,TRUE,53
HLA-B,0.5611800918972761,0.033587879271452153,0.009073453474733314,0.041790706686870356,Cerebrovascular cells,HLA-B,130,5303,282,HLA-B,35,1.22160801245398,0.3760529568212207,Microglia;Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CANX;KLRD1,HLA-B - CANX;HLA-B - KLRD1,TRUE,54
RARRES2,0.5391946348644585,0.03612894466624771,0.011614518869528873,0.04167472197124057,Cerebrovascular cells,RARRES2,130,5303,282,RARRES2,2,0.437110523886941,0.4335557320552365,Vascular,Vascular,Cerebrovascular_Pericyte;Cerebrovascular_Venous,Cerebrovascular_Venous,CMKLR1,RARRES2 - CMKLR1,TRUE,55
NRG1,0.552049844607354,0.0336669194616348,0.009152493664915964,0.0416253380154729,Cerebrovascular cells,NRG1,130,5303,282,NRG1,9,0.943117501931742,0.3986527252202225,Vascular,Vascular,CapEC_ActMid;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,EGFR;LSR,NRG1 - EGFR;NRG1 - LSR,TRUE,56
IL16,0.5602640931463632,0.033274067124794644,0.008759641328075805,0.041440651049854414,Cerebrovascular cells,IL16,130,5303,282,IL16,6,0.343721166539698,0.17781038540643782,Microglia;Vascular,Vascular,Cerebrovascular_Venous;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD4;CD9,IL16 - CD4;IL16 - CD9,TRUE,57
NDP,0.5596573926749828,0.03355224182781169,0.009037816031092851,0.04142866901037295,Cerebrovascular cells,NDP,130,5303,282,NDP,4,0.4440689689363031,0.22291976810211653,Astrocyte,Vascular,Astro_Homeostatic;Astro_Intermediate,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,FZD4,NDP - FZD4,TRUE,58
CXCL11,0.5539889068982441,0.03517947824150688,0.010665052444788038,0.04133803761642008,Cerebrovascular cells,CXCL11,130,5303,282,CXCL11,2,0.582813398512077,0.31190834860805206,Vascular,Vascular,CapEC_ActHigh,CapEC_ActHigh;Cerebrovascular_Pericyte,ACKR3,CXCL11 - ACKR3,TRUE,59
COL27A1,0.5595681720174259,0.03368686223999016,0.009172436443271318,0.04117510260056977,Cerebrovascular cells,COL27A1,130,5303,282,COL27A1,46,1.58763944897809,0.5146705815999474,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL27A1 - ITGA1/ITGB1;COL27A1 - ITGA10/ITGB1;COL27A1 - ITGA11/ITGB1;COL27A1 - ITGA2/ITGB1,TRUE,60
HLA-DQA1,0.5646418534104556,0.03324472882659172,0.00873030302987288,0.041073901061358324,Cerebrovascular cells,HLA-DQA1,130,5303,282,HLA-DQA1,1,0.08067563059705496,0.08067563059705496,Microglia,Vascular,Micro_DAM,Cerebrovascular_Venous,CD4,HLA-DQA1 - CD4,TRUE,61
NGF,0.559067049324154,0.04119329133588962,0.016678865539170782,0.040985195879582485,Cerebrovascular cells,NGF,130,5303,282,NGF,16,0.9184224691999552,0.28745027310100807,Vascular,Vascular,Cerebrovascular_Venous,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,BEX3;ERBB2;KIDINS220;MAGED1;NTRK1,NGF - BEX3;NGF - ERBB2;NGF - KIDINS220;NGF - MAGED1;NGF - NTRK1,TRUE,62
SEMA6A,0.5622373566893168,0.033105739351299325,0.008591313554580485,0.04092416122979082,Cerebrovascular cells,SEMA6A,130,5303,282,SEMA6A,12,0.68328970951351,0.33075541028735467,Astrocyte;Vascular,Vascular,Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,PLXNA2,SEMA6A - PLXNA2,TRUE,63
DKK3,0.5660976371395854,0.034410015312418524,0.009895589515699684,0.04092305923439541,Cerebrovascular cells,DKK3,130,5303,282,DKK3,16,1.42855512543792,0.483462269658713,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,KREMEN1,DKK3 - KREMEN1,TRUE,64
COL19A1,0.559635087510594,0.033054822572873954,0.008540396776155115,0.04087467985239187,Cerebrovascular cells,COL19A1,130,5303,282,COL19A1,70,0.5496438647877139,0.16189680204588364,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL19A1 - ITGA1/ITGB1;COL19A1 - ITGA10/ITGB1;COL19A1 - ITGA11/ITGB1;COL19A1 - ITGA2/ITGB1,TRUE,65
EFNB2,0.5564112477508938,0.033486454627551294,0.008972028830832455,0.04086844972739695,Cerebrovascular cells,EFNB2,130,5303,282,EFNB2,69,1.0327128925199205,0.2566889769512018,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,EPHA3;EPHA4;EPHB4;PECAM1,EFNB2 - EPHA3;EFNB2 - EPHA4;EFNB2 - EPHB4;EFNB2 - PECAM1,TRUE,66
ANOS1,0.5679831670359393,0.03258302862590615,0.008068602829187314,0.040867558998933566,Cerebrovascular cells,ANOS1,130,5303,282,ANOS1,20,1.113820472040857,0.33981280056116636,Astrocyte;Microglia,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,FGFR1;SDC2,ANOS1 - FGFR1;ANOS1 - SDC2,TRUE,67
SEMA4B,0.5660931761067045,0.03253218326167636,0.00801775746495752,0.04081176748996267,Cerebrovascular cells,SEMA4B,130,5303,282,SEMA4B,6,0.618963950919882,0.3512611662932785,Astrocyte,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActLow;CapEC_ActMid,DCBLD2,SEMA4B - DCBLD2,TRUE,68
SERPINE2,0.5687742568662694,0.034120411322823424,0.009605985526104584,0.04080376847042135,Cerebrovascular cells,SERPINE2,130,5303,282,SERPINE2,5,1.15411757260823,0.4721473654665164,Astrocyte;Vascular,Vascular,Astro_Intermediate;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,Cerebrovascular_Pericyte;Cerebrovascular_Venous,LRP1,SERPINE2 - LRP1,TRUE,69
COL4A5,0.5639117310294551,0.033454508667037246,0.008940082870318406,0.04075728766711336,Cerebrovascular cells,COL4A5,130,5303,282,COL4A5,35,0.8776851652942601,0.3265022583408759,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD93;ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL4A5 - CD93;COL4A5 - ITGA1/ITGB1;COL4A5 - ITGA10/ITGB1;COL4A5 - ITGA11/ITGB1;COL4A5 - ITGA2/ITGB1,TRUE,70
LRIG2,0.5506014959330235,0.03449807054662732,0.009983644749908479,0.040440939262496874,Cerebrovascular cells,LRIG2,130,5303,282,LRIG2,25,0.61599514948177,0.23304969667811068,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Reactive;CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,EGFR,LRIG2 - EGFR,TRUE,71
LPL,0.5817038171571322,0.03414874349832114,0.009634317701602297,0.040437341326066814,Cerebrovascular cells,LPL,130,5303,282,LPL,5,0.314464881499638,0.14815629420457405,Vascular,Vascular,Cerebrovascular_Pericyte,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,CD44;GPIHBP1;LRP1,LPL - CD44;LPL - GPIHBP1;LPL - LRP1,TRUE,72
KL,0.5727698553138312,0.03435221265277583,0.009837786856056994,0.040368858960210266,Cerebrovascular cells,KL,130,5303,282,KL,7,0.239188074374164,0.07234846824676287,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte;Cerebrovascular_Venous,FGFR1,KL - FGFR1,TRUE,73
C1QA,0.5583547710746616,0.03341028032219516,0.00889585452547632,0.04034518523303846,Cerebrovascular cells,C1QA,130,5303,282,C1QA,5,1.52582553668192,0.9382770756120934,Microglia,Vascular,Micro_DAM;Micro_Homeostatic,CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,CD93,C1QA - CD93,TRUE,74
CNTN3,0.5592856399351663,0.033137550417929734,0.008623124621210895,0.040281308509718776,Cerebrovascular cells,CNTN3,130,5303,282,CNTN3,1,0.125100244290914,0.125100244290914,Astrocyte,Vascular,Astro_Reactive,Cerebrovascular_Venous,PTPRG,CNTN3 - PTPRG,TRUE,75
COL4A6,0.5665705066246323,0.03412416949598456,0.009609743699265722,0.0401115190044461,Cerebrovascular cells,COL4A6,130,5303,282,COL4A6,15,0.376215366859483,0.1661041044801403,Astrocyte;Vascular,Vascular,Astro_Reactive;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD44;CD93;ITGA2_ITGB1;ITGA3_ITGB1;ITGA9_ITGB1,COL4A6 - CD44;COL4A6 - CD93;COL4A6 - ITGA2/ITGB1;COL4A6 - ITGA3/ITGB1;COL4A6 - ITGA9/ITGB1,TRUE,76
NCAN,0.561835863730316,0.03348837145667553,0.008973945659956687,0.040083439479406485,Cerebrovascular cells,NCAN,130,5303,282,NCAN,17,1.4581156076051442,0.5085233861522351,Astrocyte,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CDH2;SDC3,NCAN - CDH2;NCAN - SDC3,TRUE,77
VEGFD,0.5761929545420741,0.03550824120521053,0.010993815408491692,0.04001987206503533,Cerebrovascular cells,VEGFD,130,5303,282,VEGFD,32,0.958486547301185,0.3882960683682013,Astrocyte,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,FLT1;FLT4_KDR;ITGA1;ITGA2;ITGA4,VEGFD - FLT1;VEGFD - FLT4/KDR;VEGFD - ITGA1;VEGFD - ITGA2;VEGFD - ITGA4,TRUE,78
VIP,0.550415619563117,0.03197362142269302,0.0074591956259741805,0.039977017676303954,Cerebrovascular cells,VIP,130,5303,282,VIP,9,2.88377753338358,1.2865806077155832,Vascular,Vascular,CapEC_ActLow,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte,PTH1R;RAMP2;RAMP3,VIP - PTH1R;VIP - RAMP2;VIP - RAMP3,FALSE,79
CLEC11A,0.5434638433285243,0.034766444945658614,0.010252019148939775,0.03990793312074119,Cerebrovascular cells,CLEC11A,130,5303,282,CLEC11A,29,1.2055192897951,0.33216335229547544,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA10;ITGA11;ITGB1,CLEC11A - ITGA10;CLEC11A - ITGA11;CLEC11A - ITGB1,TRUE,80
A2M,0.5538699460215027,0.03338348380666429,0.00886905800994545,0.03984984842898611,Cerebrovascular cells,A2M,130,5303,282,A2M,4,0.29022481637834985,0.21279382845124417,Microglia;Vascular,Vascular,Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,LRP1,A2M - LRP1,TRUE,81
COL16A1,0.5666047078766946,0.0344027187268315,0.009888292930112657,0.03972010633949628,Cerebrovascular cells,COL16A1,130,5303,282,COL16A1,27,1.9162431729958205,0.5607145295200106,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL16A1 - ITGA1/ITGB1;COL16A1 - ITGA10/ITGB1;COL16A1 - ITGA11/ITGB1;COL16A1 - ITGA2/ITGB1,TRUE,82
MMP2,0.5580662909485646,0.033808872684395495,0.009294446887676656,0.03965995554640889,Cerebrovascular cells,MMP2,130,5303,282,MMP2,6,0.30232912114544597,0.15608113725646752,Vascular,Vascular,Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,FGFR1;PECAM1,MMP2 - FGFR1;MMP2 - PECAM1,TRUE,83
COL7A1,0.5547547175422655,0.032482956189983696,0.007968530393264856,0.039635200867439595,Cerebrovascular cells,COL7A1,130,5303,282,COL7A1,20,0.593992357446139,0.3113488091642438,Vascular,Vascular,Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL7A1 - ITGA1/ITGB1;COL7A1 - ITGA10/ITGB1;COL7A1 - ITGA11/ITGB1;COL7A1 - ITGA2/ITGB1,TRUE,84
MFGE8,0.5619191363440341,0.03411845140693922,0.00960402561022038,0.03959564081324139,Cerebrovascular cells,MFGE8,130,5303,282,MFGE8,27,1.17171888891271,0.32086706533203985,Astrocyte;Vascular,Vascular,Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGAV;ITGB5;PDGFRB,MFGE8 - ITGAV;MFGE8 - ITGB5;MFGE8 - PDGFRB,TRUE,85
VCAM1,0.5555205281862907,0.033144986576012773,0.008630560779293934,0.039544812882499836,Cerebrovascular cells,VCAM1,130,5303,282,VCAM1,5,0.548034920366816,0.2591668081722968,Vascular,Vascular,CapEC_ActHigh;Cerebrovascular_Pericyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA4_ITGB1;ITGA9_ITGB1,VCAM1 - ITGA4/ITGB1;VCAM1 - ITGA9/ITGB1,TRUE,86
C1QB,0.563291647459439,0.032653783234954485,0.008139357438235646,0.039457149786609386,Cerebrovascular cells,C1QB,130,5303,282,C1QB,5,0.7266538484804499,0.369540036356026,Microglia,Vascular,Micro_DAM,CapEC_ActHigh;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,C1QBP;LRP1,C1QB - C1QBP;C1QB - LRP1,TRUE,87
FGL1,0.5453315290933666,0.033303801034234796,0.008789375237515957,0.039435017552337505,Cerebrovascular cells,FGL1,130,5303,282,FGL1,3,0.11659133763948004,0.06601152838712439,Astrocyte,Vascular,Astro_Intermediate;Astro_Reactive,CapEC_ActLow;CapEC_ActMid,EGFR,FGL1 - EGFR,TRUE,88
TIMP3,0.5600692947106999,0.033178991128315724,0.008664565331596884,0.039343245559721275,Cerebrovascular cells,TIMP3,130,5303,282,TIMP3,28,1.8168196479443,0.5743194388953387,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD44;DDR1;KDR,TIMP3 - CD44;TIMP3 - DDR1;TIMP3 - KDR,TRUE,89
EFEMP1,0.5554848399232685,0.033252120995921834,0.008737695199202995,0.039156274584811274,Cerebrovascular cells,EFEMP1,130,5303,282,EFEMP1,12,1.89857153828267,1.013168303642233,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,EGFR,EFEMP1 - EGFR,TRUE,90
COL1A2,0.5636678612321372,0.03248435870051686,0.007969932903798018,0.03908290676346933,Cerebrovascular cells,COL1A2,130,5303,282,COL1A2,48,2.95840217774114,0.6018480186836306,Vascular,Vascular,Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD44;CD93;FLT4;ITGA1_ITGB1;ITGA10_ITGB1,COL1A2 - CD44;COL1A2 - CD93;COL1A2 - FLT4;COL1A2 - ITGA1/ITGB1;COL1A2 - ITGA10/ITGB1,TRUE,91
TGFA,0.562069324450921,0.03600102968564901,0.011486603888930167,0.03902264800645024,Cerebrovascular cells,TGFA,130,5303,282,TGFA,2,0.238300838978713,0.1838023306369605,Microglia,Vascular,Micro_DAM,Cerebrovascular_Pericyte;Cerebrovascular_Venous,EGFR_ERBB2,TGFA - EGFR/ERBB2,TRUE,92
TNXB,0.5607815729601905,0.032610212966694634,0.008095787169975794,0.03900785967948077,Cerebrovascular cells,TNXB,130,5303,282,TNXB,7,0.6641171694602999,0.38279995686174684,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;Cerebrovascular_Pericyte,Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA8_ITGB1;ITGA9_ITGB1,TNXB - ITGA8/ITGB1;TNXB - ITGA9/ITGB1,TRUE,93
ADAM12,0.5637957441746321,0.03362748848010581,0.009113062683386974,0.0389448279891632,Cerebrovascular cells,ADAM12,130,5303,282,ADAM12,15,1.05115714425366,0.35467244664312814,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA9;ITGB1;SDC4,ADAM12 - ITGA9;ADAM12 - ITGB1;ADAM12 - SDC4,TRUE,94
COL11A1,0.5597659444750085,0.03358006874563796,0.009065642948919119,0.0388529601702117,Cerebrovascular cells,COL11A1,130,5303,282,COL11A1,54,0.74106667955484,0.2612101000715754,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL11A1 - ITGA1/ITGB1;COL11A1 - ITGA10/ITGB1;COL11A1 - ITGA11/ITGB1;COL11A1 - ITGA2/ITGB1,TRUE,95
ARF1,0.5548588083094155,0.03264333464835079,0.008128908851631953,0.03872291140137352,Cerebrovascular cells,ARF1,130,5303,282,ARF1,16,0.90778642688071,0.34800278840585996,Astrocyte;Microglia;Vascular,Vascular,Astro_Intermediate;CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,INSR;PLD2,ARF1 - INSR;ARF1 - PLD2,TRUE,96
CXCL10,0.5605481122395873,0.03508934232382209,0.01057491652710325,0.03870003416289697,Cerebrovascular cells,CXCL10,130,5303,282,CXCL10,2,0.713512302631069,0.412438719552481,Vascular,Vascular,CapEC_ActHigh,Cerebrovascular_Pericyte;Cerebrovascular_Venous,SDC4,CXCL10 - SDC4,TRUE,97
COL6A1,0.570585436214662,0.03331655389012089,0.008802128093402053,0.03854373139571121,Cerebrovascular cells,COL6A1,130,5303,282,COL6A1,85,1.82449802120666,0.3486611593295774,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CD44;ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL6A1 - CD44;COL6A1 - ITGA1/ITGB1;COL6A1 - ITGA10/ITGB1;COL6A1 - ITGA11/ITGB1;COL6A1 - ITGA2/ITGB1,TRUE,98
LRPAP1,0.55436512067094,0.032278214825502916,0.007763789028784076,0.0385166207407542,Cerebrovascular cells,LRPAP1,130,5303,282,LRPAP1,34,0.91911210489925,0.25397222866372127,Astrocyte;Microglia;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous;Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,LDLR;LRP1;LRP8,LRPAP1 - LDLR;LRPAP1 - LRP1;LRPAP1 - LRP8,TRUE,99
ANGPTL1,0.5644262368213623,0.03213315903550931,0.007618733238790473,0.03845390809343096,Cerebrovascular cells,ANGPTL1,130,5303,282,ANGPTL1,10,1.61417071097111,0.8693230971225232,Vascular,Vascular,Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;TEK,ANGPTL1 - ITGA1/ITGB1;ANGPTL1 - TEK,TRUE,100
RPS19,0.5540320302160624,0.03232027525522677,0.007805849458507933,0.03836337987731722,Cerebrovascular cells,RPS19,130,5303,282,RPS19,1,0.448113346698071,0.448113346698071,Vascular,Vascular,Cerebrovascular_Pericyte,Cerebrovascular_Pericyte,C5AR1,RPS19 - C5AR1,TRUE,101
COL28A1,0.557801602997813,0.03257588236720714,0.0080614565704883,0.03827012748013448,Cerebrovascular cells,COL28A1,130,5303,282,COL28A1,25,0.65965983656154,0.22293173917585113,Astrocyte,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1,COL28A1 - ITGA1/ITGB1;COL28A1 - ITGA10/ITGB1;COL28A1 - ITGA11/ITGB1;COL28A1 - ITGA2/ITGB1,TRUE,102
THBS4,0.5560246249014835,0.033437062053453225,0.008922636256734385,0.038268945421791246,Cerebrovascular cells,THBS4,130,5303,282,THBS4,2,0.06140664836992593,0.03332632087737447,Astrocyte,Vascular,Astro_Homeostatic;Astro_Reactive,Cerebrovascular_Venous,ITGA3_ITGB1,THBS4 - ITGA3/ITGB1,TRUE,103
COL5A3,0.5594596202173983,0.03221063088592458,0.007696205089205741,0.03814719980526366,Cerebrovascular cells,COL5A3,130,5303,282,COL5A3,54,1.8569340107312504,0.6438379360240083,Astrocyte;Vascular,Vascular,Astro_Homeostatic;Astro_Intermediate;Astro_Reactive;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGA1_ITGB1;ITGA10_ITGB1;ITGA11_ITGB1;ITGA2_ITGB1;SDC3,COL5A3 - ITGA1/ITGB1;COL5A3 - ITGA10/ITGB1;COL5A3 - ITGA11/ITGB1;COL5A3 - ITGA2/ITGB1;COL5A3 - SDC3,TRUE,104
BMP6,0.5622938631057689,0.03307973897532973,0.008565313178610891,0.03808029014813597,Cerebrovascular cells,BMP6,130,5303,282,BMP6,89,0.9108337847375898,0.43793362480336406,Vascular,Vascular,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ACVR1_ACVR2A;ACVR1_ACVR2B;ACVR1_BMPR2;ACVR2A_BMPR1A;ACVR2A_BMPR1B,BMP6 - ACVR1/ACVR2A;BMP6 - ACVR1/ACVR2B;BMP6 - ACVR1/BMPR2;BMP6 - ACVR2A/BMPR1A;BMP6 - ACVR2A/BMPR1B,TRUE,105
CD14,0.5683920950497399,0.03514702410451429,0.010632598307795452,0.03783872137496766,Cerebrovascular cells,CD14,130,5303,282,CD14,11,1.05720230822088,0.35125503896996446,Microglia,Vascular,Micro_DAM;Micro_Homeostatic,CapEC_ActHigh;CapEC_ActLow;CapEC_ActMid;Cerebrovascular_Pericyte;Cerebrovascular_Venous,ITGB1;RIPK1,CD14 - ITGB1;CD14 - RIPK1,FALSE,106
FSTL5,0.5560499040877919,0.03216999588706833,0.007655570090349489,0.03738919286397439,Cerebrovascular cells,FSTL5,130,5303,282,FSTL5,2,0.2861844346314123,0.15557142331426524,Astrocyte,Vascular,Astro_Homeostatic;Astro_Intermediate,CapEC_ActHigh,CEACAM19,FSTL5 - CEACAM19,TRUE,107
